"cust_id"	"sales_total"	"num_of_orders"	"gender"	"per_order"
102208	613.49	2	"F"	306.745
102209	58.77	3	"M"	19.59
102210	62.96	3	"F"	20.9866666666667
102211	492.92	4	"M"	123.23
102212	485.12	4	"M"	121.28
102213	107.54	2	"F"	53.77
102214	226.21	3	"M"	75.4033333333333
102215	310.04	1	"M"	310.04
102216	1938.21	6	"F"	323.035
102217	129.36	2	"F"	64.68
102218	56.74	3	"M"	18.9133333333333
102219	373.77	1	"F"	373.77
102220	43.91	2	"M"	21.955
102221	205.1	1	"F"	205.1
102222	166.74	3	"F"	55.58
102223	519.74	3	"M"	173.246666666667
102224	69.49	2	"F"	34.745
102225	456.46	1	"M"	456.46
102226	641.64	4	"M"	160.41
102227	86.10673819	2	"F"	43.053369095
102228	121.35	3	"F"	40.45
102229	140.4	2	"M"	70.2
102230	702.52	6	"M"	117.086666666667
102231	1001.69	6	"M"	166.948333333333
102232	211.85	2	"M"	105.925
102233	184.21	3	"M"	61.4033333333333
102234	249.69	4	"M"	62.4225
102235	212.99	3	"F"	70.9966666666667
102236	261.49	2	"F"	130.745
102237	53.49065138	2	"F"	26.74532569
102238	439.44	3	"F"	146.48
102239	303.89	2	"F"	151.945
102240	187.28	2	"F"	93.64
102241	60.48	1	"M"	60.48
102242	48.6	1	"F"	48.6
102243	112.74	3	"M"	37.58
102244	81.2	3	"M"	27.0666666666667
102245	288.54	2	"M"	144.27
102246	186.81	3	"M"	62.27
102247	385.16	2	"M"	192.58
102248	692.59	4	"F"	173.1475
102249	125.75	2	"F"	62.875
102250	186.4	2	"F"	93.2
102251	181.22	2	"F"	90.61
102252	97.96	2	"F"	48.98
102253	303.88	2	"F"	151.94
102254	142.86	3	"M"	47.62
102255	380.24	3	"M"	126.746666666667
102256	745.86	3	"F"	248.62
102257	114.17	1	"F"	114.17
102258	309.43	4	"F"	77.3575
102259	351.95	2	"M"	175.975
102260	228.78	2	"M"	114.39
102261	241.77	3	"M"	80.59
102262	199.84	2	"F"	99.92
102263	448.51	2	"M"	224.255
102264	109.64	1	"M"	109.64
102265	403.12	3	"M"	134.373333333333
102266	328.17	3	"M"	109.39
102267	75.98627477	2	"F"	37.993137385
102268	425.06	1	"M"	425.06
102269	216.09	3	"M"	72.03
102270	37.78	2	"F"	18.89
102271	412.14	2	"M"	206.07
102272	259.8	2	"F"	129.9
102273	63.39	1	"F"	63.39
102274	166.66	2	"F"	83.33
102275	165.66	2	"M"	82.83
102276	91.93	1	"M"	91.93
102277	124.76	3	"M"	41.5866666666667
102278	699.61	2	"F"	349.805
102279	63.47	1	"F"	63.47
102280	317.5	3	"F"	105.833333333333
102281	298.83	4	"F"	74.7075
102282	55.01	1	"F"	55.01
102283	139.55	2	"M"	69.775
102284	64.77	2	"M"	32.385
102285	178.18	3	"M"	59.3933333333333
102286	153.42	1	"F"	153.42
102287	183.77	2	"F"	91.885
102288	126.09	1	"M"	126.09
102289	562.66	4	"F"	140.665
102290	50.22	2	"F"	25.11
102291	253.02	4	"F"	63.255
102292	415.11	1	"F"	415.11
102293	249.22	2	"M"	124.61
102294	429.65	3	"F"	143.216666666667
102295	314.27	1	"M"	314.27
102296	186.2	3	"M"	62.0666666666667
102297	421.3	1	"M"	421.3
102298	386.64	1	"M"	386.64
102299	51.13	2	"F"	25.565
102300	81.67	3	"M"	27.2233333333333
102301	256.62	4	"M"	64.155
102302	172.67	2	"M"	86.335
102303	601.95	2	"F"	300.975
102304	97.61	1	"F"	97.61
102305	60.9	2	"M"	30.45
102306	171.11	2	"M"	85.555
102307	60.62	2	"F"	30.31
102308	106.24	1	"F"	106.24
102309	204.5	3	"F"	68.1666666666667
102310	150.9	2	"M"	75.45
102311	165.42	2	"M"	82.71
102312	80.108123	2	"F"	40.0540615
102313	98.55	2	"F"	49.275
102314	278.69	3	"F"	92.8966666666667
102315	33.55555228	2	"M"	16.77777614
102316	85.82592912	1	"M"	85.82592912
102317	132.63	3	"F"	44.21
102318	30.54	1	"F"	30.54
102319	170.41	2	"M"	85.205
102320	893.97	2	"M"	446.985
102321	61.85	1	"M"	61.85
102322	47.19	1	"F"	47.19
102323	108.92	1	"M"	108.92
102324	119.75	1	"F"	119.75
102325	165.57	1	"M"	165.57
102326	117.61	2	"F"	58.805
102327	105.26	2	"F"	52.63
102328	243.86	3	"M"	81.2866666666667
102329	276.22	4	"F"	69.055
102330	190.52	1	"F"	190.52
102331	164.67	3	"F"	54.89
102332	149.79	2	"M"	74.895
102333	302.42	3	"M"	100.806666666667
102334	173.62	3	"F"	57.8733333333333
102335	60.01	3	"M"	20.0033333333333
102336	90.88836183	1	"M"	90.88836183
102337	35.95	1	"M"	35.95
102338	108.22	1	"F"	108.22
102339	154	2	"F"	77
102340	85.68	2	"F"	42.84
102341	53.15	2	"F"	26.575
102342	84.92	1	"M"	84.92
102343	111.89	1	"F"	111.89
102344	82.67	2	"F"	41.335
102345	332.91	2	"M"	166.455
102346	275.39	3	"M"	91.7966666666667
102347	1628.49	4	"F"	407.1225
102348	256.65	3	"F"	85.55
102349	62.39	2	"M"	31.195
102350	328.74	4	"F"	82.185
102351	92.6	2	"F"	46.3
102352	152.49	2	"M"	76.245
102353	65.99	1	"F"	65.99
102354	443.75	4	"M"	110.9375
102355	119.09	1	"M"	119.09
102356	58.46436725	2	"F"	29.232183625
102357	40.81	1	"M"	40.81
102358	840.08	5	"F"	168.016
102359	124.15	3	"F"	41.3833333333333
102360	110.03	2	"M"	55.015
102361	187.93	2	"F"	93.965
102362	744.73	5	"F"	148.946
102363	65.85881203	2	"M"	32.929406015
102364	172.78	2	"F"	86.39
102365	40.8809411	2	"F"	20.44047055
102366	132.1	2	"F"	66.05
102367	212.29	3	"F"	70.7633333333333
102368	192.87	2	"M"	96.435
102369	803.42	5	"M"	160.684
102370	39.43121487	2	"M"	19.715607435
102371	91.65	1	"F"	91.65
102372	243.89	3	"M"	81.2966666666667
102373	280.74	2	"F"	140.37
102374	54.25	1	"F"	54.25
102375	316.81	4	"M"	79.2025
102376	48.86	1	"F"	48.86
102377	65.62	2	"M"	32.81
102378	835.2	4	"M"	208.8
102379	802.61	6	"M"	133.768333333333
102380	222.04	2	"M"	111.02
102381	160.51	3	"M"	53.5033333333333
102382	272.96	4	"F"	68.24
102383	665.4	5	"F"	133.08
102384	292.03	1	"F"	292.03
102385	104.37	1	"M"	104.37
102386	834.02	3	"M"	278.006666666667
102387	448.69	4	"M"	112.1725
102388	327.49	3	"F"	109.163333333333
102389	207.95	4	"M"	51.9875
102390	73.41	1	"F"	73.41
102391	173.99	2	"M"	86.995
102392	57.25	2	"F"	28.625
102393	46.59	2	"M"	23.295
102394	720.95	3	"F"	240.316666666667
102395	210.51	2	"M"	105.255
102396	52.03	2	"F"	26.015
102397	999.73	4	"M"	249.9325
102398	178.59	2	"F"	89.295
102399	792.14	3	"F"	264.046666666667
102400	47.46	1	"M"	47.46
102401	337.28	3	"F"	112.426666666667
102402	111.63	3	"M"	37.21
102403	534.87	4	"M"	133.7175
102404	247.93	2	"F"	123.965
102405	665.16	3	"M"	221.72
102406	32.23	1	"M"	32.23
102407	259.24	2	"M"	129.62
102408	32.59	2	"M"	16.295
102409	135.91	3	"F"	45.3033333333333
102410	243.19	2	"F"	121.595
102411	188.16	3	"F"	62.72
102412	1260.41	5	"M"	252.082
102413	232.28	4	"M"	58.07
102414	123.25	2	"F"	61.625
102415	158.1	2	"F"	79.05
102416	163.46	3	"F"	54.4866666666667
102417	191.18	3	"M"	63.7266666666667
102418	285.55	1	"M"	285.55
102419	833.06	3	"M"	277.686666666667
102420	185.03	2	"F"	92.515
102421	49.02	2	"F"	24.51
102422	707.3	3	"M"	235.766666666667
102423	100.36	3	"F"	33.4533333333333
102424	212.79	3	"M"	70.93
102425	148.21	2	"M"	74.105
102426	108.94	3	"F"	36.3133333333333
102427	134.52	1	"F"	134.52
102428	90.07	2	"M"	45.035
102429	56.36	1	"M"	56.36
102430	118.16	1	"M"	118.16
102431	368.19	2	"M"	184.095
102432	510.17	3	"F"	170.056666666667
102433	166.57	3	"M"	55.5233333333333
102434	61.07	2	"M"	30.535
102435	265.64	3	"M"	88.5466666666667
102436	334.76	2	"F"	167.38
102437	81.93	2	"M"	40.965
102438	821.05	3	"M"	273.683333333333
102439	82.85973843	3	"M"	27.61991281
102440	70.19	1	"F"	70.19
102441	58.85	2	"F"	29.425
102442	145.78	3	"M"	48.5933333333333
102443	347.76	4	"M"	86.94
102444	249.21	2	"F"	124.605
102445	68.75034616	3	"F"	22.9167820533333
102446	361.01	3	"F"	120.336666666667
102447	73.54	2	"M"	36.77
102448	48.44	1	"F"	48.44
102449	36.81	2	"F"	18.405
102450	49.7	1	"M"	49.7
102451	178.27	3	"M"	59.4233333333333
102452	163.56	2	"F"	81.78
102453	1226.59	6	"M"	204.431666666667
102454	530.13	3	"M"	176.71
102455	35.31	1	"F"	35.31
102456	1416.15	9	"F"	157.35
102457	86.34	2	"F"	43.17
102458	43.53	1	"F"	43.53
102459	160.21	1	"F"	160.21
102460	98.20851455	3	"F"	32.7361715166667
102461	310.23	1	"M"	310.23
102462	263.15	1	"M"	263.15
102463	110.51	2	"M"	55.255
102464	1100.57	8	"F"	137.57125
102465	144.01	2	"F"	72.005
102466	50.86	1	"F"	50.86
102467	398.07	3	"F"	132.69
102468	838.86	4	"F"	209.715
102469	134.3	2	"F"	67.15
102470	69.7	3	"M"	23.2333333333333
102471	97.3	3	"F"	32.4333333333333
102472	39.6	2	"F"	19.8
102473	122.51	2	"M"	61.255
102474	67.49	3	"M"	22.4966666666667
102475	184.01	2	"F"	92.005
102476	92.13	1	"F"	92.13
102477	282.42	4	"M"	70.605
102478	2159.92	17	"M"	127.054117647059
102479	105.61	1	"M"	105.61
102480	158.25	2	"M"	79.125
102481	470.48	3	"F"	156.826666666667
102482	126.17	1	"M"	126.17
102483	148.95	2	"M"	74.475
102484	51.85	2	"M"	25.925
102485	523.72	3	"F"	174.573333333333
102486	515.63	2	"F"	257.815
102487	162.68	2	"M"	81.34
102488	111.06	3	"F"	37.02
102489	545.94	3	"F"	181.98
102490	56.18	2	"F"	28.09
102491	41.71	1	"M"	41.71
102492	156.33	1	"F"	156.33
102493	158.55	3	"M"	52.85
102494	106.12	1	"F"	106.12
102495	48.03	2	"M"	24.015
102496	126.25	1	"F"	126.25
102497	45.62	1	"M"	45.62
102498	174.26	3	"F"	58.0866666666667
102499	266.06	2	"F"	133.03
102500	453.89	3	"M"	151.296666666667
102501	62.87	2	"F"	31.435
102502	421.45	3	"F"	140.483333333333
102503	101.12	2	"M"	50.56
102504	152.74	1	"F"	152.74
102505	50.68128521	1	"M"	50.68128521
102506	211.48	2	"M"	105.74
102507	76.43	3	"F"	25.4766666666667
102508	184.17	3	"F"	61.39
102509	83.92	2	"F"	41.96
102510	295.49	4	"M"	73.8725
102511	177.18	2	"M"	88.59
102512	91.03	2	"M"	45.515
102513	179.29	2	"M"	89.645
102514	54.38	3	"M"	18.1266666666667
102515	137.07	1	"F"	137.07
102516	512.44	2	"M"	256.22
102517	375.91	3	"F"	125.303333333333
102518	34.72	2	"M"	17.36
102519	58.12	2	"M"	29.06
102520	607.32	4	"M"	151.83
102521	330.31	2	"M"	165.155
102522	329.47	2	"F"	164.735
102523	31.06	2	"F"	15.53
102524	134.12	2	"F"	67.06
102525	1013.81	7	"F"	144.83
102526	44.31	2	"M"	22.155
102527	75.17	2	"M"	37.585
102528	241.43	4	"F"	60.3575
102529	105.8	3	"F"	35.2666666666667
102530	53.19	3	"M"	17.73
102531	175.67	2	"F"	87.835
102532	51.11	3	"F"	17.0366666666667
102533	44.75	2	"F"	22.375
102534	70.93	2	"F"	35.465
102535	57.29	3	"F"	19.0966666666667
102536	88.7	1	"M"	88.7
102537	565.44	4	"M"	141.36
102538	41.09	2	"M"	20.545
102539	191.52	2	"F"	95.76
102540	3290.38	10	"M"	329.038
102541	630.12	3	"F"	210.04
102542	57.95	2	"F"	28.975
102543	1263.58	8	"F"	157.9475
102544	277.17	3	"F"	92.39
102545	113.73	3	"F"	37.91
102546	85.92	2	"F"	42.96
102547	1073.32	10	"M"	107.332
102548	119.3	2	"F"	59.65
102549	462.26	1	"M"	462.26
102550	98.34	2	"M"	49.17
102551	154.92	1	"M"	154.92
102552	34.8	2	"F"	17.4
102553	210.4	4	"F"	52.6
102554	47.07	1	"M"	47.07
102555	1077.61	6	"F"	179.601666666667
102556	157.11	2	"M"	78.555
102557	513.4	2	"M"	256.7
102558	75.34	3	"M"	25.1133333333333
102559	341.61	1	"F"	341.61
102560	107.28	2	"F"	53.64
102561	239.15	4	"M"	59.7875
102562	68.75	2	"F"	34.375
102563	378.39	3	"F"	126.13
102564	178.56	2	"M"	89.28
102565	294.91	3	"F"	98.3033333333333
102566	234.47	3	"M"	78.1566666666667
102567	94.22	2	"F"	47.11
102568	246.61	3	"M"	82.2033333333333
102569	65.58	2	"M"	32.79
102570	66.8	3	"F"	22.2666666666667
102571	89.33	2	"F"	44.665
102572	75.2	2	"F"	37.6
102573	413.88	4	"F"	103.47
102574	97.29	3	"F"	32.43
102575	56.71	2	"M"	28.355
102576	117.43	3	"F"	39.1433333333333
102577	330.76	2	"M"	165.38
102578	39.90839635	3	"F"	13.3027987833333
102579	118.05	1	"F"	118.05
102580	481.85	3	"F"	160.616666666667
102581	75.78674486	1	"M"	75.78674486
102582	75.65	2	"M"	37.825
102583	79.51	3	"M"	26.5033333333333
102584	89.61	2	"F"	44.805
102585	55.41	3	"F"	18.47
102586	44.21	2	"M"	22.105
102587	71.90708878	2	"F"	35.95354439
102588	572.07	6	"M"	95.345
102589	373.46	3	"F"	124.486666666667
102590	350.17	2	"M"	175.085
102591	100.72	3	"M"	33.5733333333333
102592	3044.65	18	"F"	169.147222222222
102593	81.27	3	"M"	27.09
102594	170.58	2	"F"	85.29
102595	139	2	"M"	69.5
102596	341.22	2	"M"	170.61
102597	56.66623965	1	"F"	56.66623965
102598	207.38	2	"M"	103.69
102599	169.94	3	"M"	56.6466666666667
102600	96.15	3	"F"	32.05
102601	79.86	1	"M"	79.86
102602	316.67	1	"M"	316.67
102603	198.33	1	"M"	198.33
102604	286.46	3	"M"	95.4866666666667
102605	359.35	4	"M"	89.8375
102606	311.42	2	"M"	155.71
102607	185.51	2	"M"	92.755
102608	159.49	2	"M"	79.745
102609	54.99	2	"M"	27.495
102610	123.35	2	"F"	61.675
102611	155.78	3	"M"	51.9266666666667
102612	142.97	2	"M"	71.485
102613	118.51	2	"M"	59.255
102614	205.41	1	"M"	205.41
102615	167	2	"M"	83.5
102616	156.85	1	"F"	156.85
102617	45.12	1	"M"	45.12
102618	101.67	3	"F"	33.89
102619	65.32	2	"F"	32.66
102620	235.15	1	"F"	235.15
102621	62.92	2	"M"	31.46
102622	124.57	3	"F"	41.5233333333333
102623	518.51	5	"M"	103.702
102624	316.24	3	"M"	105.413333333333
102625	157.17	2	"F"	78.585
102626	127.56	3	"M"	42.52
102627	104.57	1	"M"	104.57
102628	616.22	4	"F"	154.055
102629	41.57	1	"F"	41.57
102630	788.79	4	"M"	197.1975
102631	114.92	2	"M"	57.46
102632	115.74	3	"M"	38.58
102633	55.66012357	3	"M"	18.5533745233333
102634	62.76	1	"F"	62.76
102635	614.69	4	"M"	153.6725
102636	268.22	2	"F"	134.11
102637	30.99	2	"F"	15.495
102638	144.57	3	"M"	48.19
102639	95.11	2	"F"	47.555
102640	280.96	4	"F"	70.24
102641	1362.12	4	"M"	340.53
102642	118.73	3	"F"	39.5766666666667
102643	95.79	2	"M"	47.895
102644	1321.17	4	"F"	330.2925
102645	351.89	2	"F"	175.945
102646	281.19	2	"M"	140.595
102647	66.58	2	"M"	33.29
102648	63.53337207	2	"F"	31.766686035
102649	80.4	3	"F"	26.8
102650	74.87	2	"F"	37.435
102651	161.11	1	"M"	161.11
102652	686.63	5	"M"	137.326
102653	379.92	4	"F"	94.98
102654	247.8	2	"M"	123.9
102655	31.6309595	3	"F"	10.5436531666667
102656	329.54	2	"M"	164.77
102657	51.43	2	"F"	25.715
102658	184.24	1	"M"	184.24
102659	136.23	3	"F"	45.41
102660	489.24	4	"M"	122.31
102661	283	2	"F"	141.5
102662	131.58	3	"F"	43.86
102663	619.83	4	"F"	154.9575
102664	134.23	1	"F"	134.23
102665	178.85	2	"F"	89.425
102666	1052.81	4	"F"	263.2025
102667	159.56	3	"F"	53.1866666666667
102668	43.89	1	"F"	43.89
102669	58.96	1	"F"	58.96
102670	178.12	1	"M"	178.12
102671	215.35	1	"F"	215.35
102672	88.23	2	"F"	44.115
102673	96.64993702	2	"F"	48.32496851
102674	114.82	1	"M"	114.82
102675	158.44	3	"F"	52.8133333333333
102676	208.27	1	"M"	208.27
102677	215.3	1	"F"	215.3
102678	152.65	2	"M"	76.325
102679	309.55	3	"M"	103.183333333333
102680	84.52	2	"M"	42.26
102681	87.26	1	"F"	87.26
102682	63.85	1	"F"	63.85
102683	68.08	1	"M"	68.08
102684	65.24	3	"M"	21.7466666666667
102685	66.93280463	1	"M"	66.93280463
102686	294.33	2	"F"	147.165
102687	85.16906907	2	"M"	42.584534535
102688	98.66	1	"F"	98.66
102689	548.11	4	"F"	137.0275
102690	367.11	3	"M"	122.37
102691	80.89	2	"F"	40.445
102692	920.58	3	"M"	306.86
102693	155.71	2	"F"	77.855
102694	130.61	2	"M"	65.305
102695	614.33	2	"F"	307.165
102696	142.91	2	"M"	71.455
102697	290.05	2	"F"	145.025
102698	147.25	2	"F"	73.625
102699	591.22	5	"M"	118.244
102700	31.93	2	"M"	15.965
102701	263.34	2	"M"	131.67
102702	138.69	2	"M"	69.345
102703	128.31	1	"F"	128.31
102704	1432.52	10	"M"	143.252
102705	268.66	3	"F"	89.5533333333333
102706	48.27	1	"M"	48.27
102707	699.21	5	"F"	139.842
102708	348	2	"F"	174
102709	305.68	4	"M"	76.42
102710	129.76	3	"F"	43.2533333333333
102711	174.51	1	"M"	174.51
102712	106.52	1	"F"	106.52
102713	162.56	2	"M"	81.28
102714	505.66	4	"M"	126.415
102715	141.31	2	"F"	70.655
102716	55.8	1	"M"	55.8
102717	370.01	1	"M"	370.01
102718	186.1	3	"M"	62.0333333333333
102719	223.02	3	"F"	74.34
102720	96.84	2	"F"	48.42
102721	223.17	1	"F"	223.17
102722	58.9	1	"F"	58.9
102723	124.93	2	"F"	62.465
102724	129.33	2	"M"	64.665
102725	133.3	2	"F"	66.65
102726	81.27	2	"F"	40.635
102727	168.02	3	"F"	56.0066666666667
102728	186.01	2	"M"	93.005
102729	322.8	3	"F"	107.6
102730	318.18	2	"F"	159.09
102731	370.52	4	"M"	92.63
102732	226.31	2	"M"	113.155
102733	150.24	1	"F"	150.24
102734	362.23	2	"F"	181.115
102735	76.48	2	"M"	38.24
102736	296.73	3	"M"	98.91
102737	127.39	1	"F"	127.39
102738	43.69	2	"M"	21.845
102739	77.34	3	"M"	25.78
102740	133.46	2	"F"	66.73
102741	241.88	1	"M"	241.88
102742	66.08	1	"F"	66.08
102743	443.05	3	"F"	147.683333333333
102744	435.58	3	"F"	145.193333333333
102745	41.95	2	"M"	20.975
102746	442.72	3	"F"	147.573333333333
102747	1211.61	8	"F"	151.45125
102748	129.12	1	"F"	129.12
102749	108.81	2	"M"	54.405
102750	804.37	5	"M"	160.874
102751	818.05	2	"F"	409.025
102752	97.51	2	"F"	48.755
102753	385.78	3	"F"	128.593333333333
102754	212.76	1	"M"	212.76
102755	59.33206863	1	"M"	59.33206863
102756	198.6	3	"M"	66.2
102757	174.83	2	"M"	87.415
102758	42.78	1	"M"	42.78
102759	88.55	2	"M"	44.275
102760	69.33	2	"M"	34.665
102761	75.09	3	"F"	25.03
102762	223.45	2	"F"	111.725
102763	45.08	1	"M"	45.08
102764	47.88931791	2	"M"	23.944658955
102765	280.65	3	"M"	93.55
102766	91.52	2	"F"	45.76
102767	33.03	1	"F"	33.03
102768	225.91	1	"M"	225.91
102769	61.17	2	"F"	30.585
102770	46.54	1	"M"	46.54
102771	34.85	1	"F"	34.85
102772	420.7	2	"F"	210.35
102773	92.48	1	"F"	92.48
102774	95.66277014	2	"F"	47.83138507
102775	67.66	1	"M"	67.66
102776	221.18	1	"F"	221.18
102777	30.85	1	"F"	30.85
102778	104.55	1	"F"	104.55
102779	380.03	3	"F"	126.676666666667
102780	141.22	1	"F"	141.22
102781	193.04	3	"M"	64.3466666666667
102782	137.67	1	"F"	137.67
102783	436.61	4	"F"	109.1525
102784	200.29	2	"F"	100.145
102785	47.50174892	2	"F"	23.75087446
102786	176.14	2	"F"	88.07
102787	185.87	2	"F"	92.935
102788	59.07	1	"F"	59.07
102789	43.78	2	"F"	21.89
102790	74.82	1	"M"	74.82
102791	568.89	6	"F"	94.815
102792	82.37	2	"M"	41.185
102793	86.58181467	2	"F"	43.290907335
102794	275.2	1	"F"	275.2
102795	310.05	3	"F"	103.35
102796	205.53	3	"F"	68.51
102797	52.89	2	"M"	26.445
102798	165.15	2	"M"	82.575
102799	52.05	2	"F"	26.025
102800	101.2	2	"F"	50.6
102801	62.32575963	2	"M"	31.162879815
102802	231.48	1	"M"	231.48
102803	73.69	3	"M"	24.5633333333333
102804	57.12	2	"M"	28.56
102805	30.41	1	"M"	30.41
102806	428.76	3	"M"	142.92
102807	397.53	3	"F"	132.51
102808	570.48	6	"M"	95.08
102809	111.67	2	"F"	55.835
102810	717.7	3	"F"	239.233333333333
102811	171.96	1	"M"	171.96
102812	67.83	2	"M"	33.915
102813	31.82	2	"F"	15.91
102814	246.55	4	"F"	61.6375
102815	322.16	4	"M"	80.54
102816	110.21	3	"M"	36.7366666666667
102817	51.8	2	"M"	25.9
102818	1324.05	8	"M"	165.50625
102819	114.86	1	"F"	114.86
102820	151.8	1	"M"	151.8
102821	196.78	3	"M"	65.5933333333333
102822	68.51	1	"M"	68.51
102823	63.05	2	"F"	31.525
102824	76.15	2	"F"	38.075
102825	320.09	2	"F"	160.045
102826	688.78	5	"F"	137.756
102827	287.26	1	"F"	287.26
102828	238.94	3	"M"	79.6466666666667
102829	214.42	3	"F"	71.4733333333333
102830	700.59	5	"M"	140.118
102831	79.2	3	"F"	26.4
102832	173.98	2	"F"	86.99
102833	457.11	3	"M"	152.37
102834	74.16	3	"M"	24.72
102835	31.74	2	"M"	15.87
102836	1125.09	6	"F"	187.515
102837	73.32	1	"M"	73.32
102838	95.17	2	"F"	47.585
102839	150.7	3	"M"	50.2333333333333
102840	607.22	4	"M"	151.805
102841	126.73	2	"F"	63.365
102842	228.34	2	"M"	114.17
102843	205.44	1	"F"	205.44
102844	61.64597813	1	"F"	61.64597813
102845	470.87	2	"M"	235.435
102846	320.16	3	"F"	106.72
102847	326.17	1	"F"	326.17
102848	270.54	2	"M"	135.27
102849	107.42	1	"F"	107.42
102850	189.42	2	"M"	94.71
102851	391.62	3	"M"	130.54
102852	33.67	2	"M"	16.835
102853	72.45	2	"M"	36.225
102854	253.29	1	"F"	253.29
102855	113.1	2	"F"	56.55
102856	311.79	3	"F"	103.93
102857	259.66	4	"F"	64.915
102858	57.84	3	"M"	19.28
102859	72.16658873	2	"M"	36.083294365
102860	47.93	1	"M"	47.93
102861	317.84	2	"F"	158.92
102862	143.57	1	"F"	143.57
102863	64.51	2	"M"	32.255
102864	137.88	1	"M"	137.88
102865	50.37	2	"F"	25.185
102866	250.17	2	"F"	125.085
102867	129.31	2	"F"	64.655
102868	245.29	3	"M"	81.7633333333333
102869	1716.32	5	"M"	343.264
102870	395.39	2	"F"	197.695
102871	310.68	1	"F"	310.68
102872	182.95	2	"F"	91.475
102873	141.98	2	"F"	70.99
102874	151.69	2	"F"	75.845
102875	624.53	5	"M"	124.906
102876	338.22	4	"M"	84.555
102877	1487.57	6	"M"	247.928333333333
102878	215.51	3	"F"	71.8366666666667
102879	609.82	3	"M"	203.273333333333
102880	149.67	3	"M"	49.89
102881	448.33	3	"F"	149.443333333333
102882	44.85	1	"M"	44.85
102883	217.81	3	"M"	72.6033333333333
102884	78.24	1	"M"	78.24
102885	65.51	3	"M"	21.8366666666667
102886	890.97	4	"F"	222.7425
102887	220.31	3	"M"	73.4366666666667
102888	256.03	1	"M"	256.03
102889	44	1	"F"	44
102890	134.01	1	"M"	134.01
102891	62.36312147	2	"M"	31.181560735
102892	160.19	2	"M"	80.095
102893	742.71	5	"F"	148.542
102894	190.71	1	"F"	190.71
102895	143.86	3	"F"	47.9533333333333
102896	90.75	1	"F"	90.75
102897	1276.94	5	"M"	255.388
102898	97.44	1	"F"	97.44
102899	216.63	4	"M"	54.1575
102900	206.48	2	"M"	103.24
102901	93.41768318	3	"F"	31.1392277266667
102902	456.31	1	"F"	456.31
102903	212.69	3	"M"	70.8966666666667
102904	41.18	1	"F"	41.18
102905	129.22	1	"M"	129.22
102906	409.05	1	"F"	409.05
102907	64.16	2	"M"	32.08
102908	31.33	2	"M"	15.665
102909	339.46	2	"M"	169.73
102910	46.58058669	2	"M"	23.290293345
102911	240.98	1	"F"	240.98
102912	401.25	3	"F"	133.75
102913	151.42	2	"M"	75.71
102914	102.46	3	"F"	34.1533333333333
102915	230.58	3	"F"	76.86
102916	223.71	2	"M"	111.855
102917	514.65	5	"M"	102.93
102918	290.9	4	"F"	72.725
102919	736.11	5	"F"	147.222
102920	510.39	3	"F"	170.13
102921	235.82	4	"F"	58.955
102922	648.51	4	"F"	162.1275
102923	698.29	3	"M"	232.763333333333
102924	69.04	3	"M"	23.0133333333333
102925	290.26	3	"M"	96.7533333333333
102926	415.66	3	"M"	138.553333333333
102927	198.77	1	"F"	198.77
102928	426.11	1	"M"	426.11
102929	141.13	2	"F"	70.565
102930	50.16	2	"M"	25.08
102931	147.41	3	"M"	49.1366666666667
102932	78.03	3	"M"	26.01
102933	114.1	1	"M"	114.1
102934	370.39	3	"M"	123.463333333333
102935	392.01	2	"F"	196.005
102936	1440.62	5	"M"	288.124
102937	442.55	3	"F"	147.516666666667
102938	38.42	2	"F"	19.21
102939	119.87	3	"M"	39.9566666666667
102940	158.43	1	"M"	158.43
102941	171.93	3	"M"	57.31
102942	539.5	2	"M"	269.75
102943	253.22	2	"F"	126.61
102944	57.17	2	"M"	28.585
102945	37.93	2	"M"	18.965
102946	279.4	3	"F"	93.1333333333333
102947	85.77	1	"M"	85.77
102948	82.07	3	"M"	27.3566666666667
102949	272.7	3	"M"	90.9
102950	31.31689656	1	"M"	31.31689656
102951	61.12	2	"M"	30.56
102952	574.98	4	"M"	143.745
102953	1293.59	9	"M"	143.732222222222
102954	151.52	3	"F"	50.5066666666667
102955	91.62	1	"F"	91.62
102956	240.35	1	"M"	240.35
102957	117.23	3	"F"	39.0766666666667
102958	64.77	2	"F"	32.385
102959	513.31	3	"M"	171.103333333333
102960	39.31	2	"F"	19.655
102961	588.66	5	"F"	117.732
102962	207.59	2	"F"	103.795
102963	50.4	1	"F"	50.4
102964	93.47	3	"F"	31.1566666666667
102965	1091.13	10	"M"	109.113
102966	77.38	1	"M"	77.38
102967	69.28	1	"F"	69.28
102968	194.39	3	"M"	64.7966666666667
102969	380.56	3	"F"	126.853333333333
102970	164.42	2	"M"	82.21
102971	206.18	2	"M"	103.09
102972	75.46	2	"M"	37.73
102973	67.98	1	"F"	67.98
102974	304.14	4	"F"	76.035
102975	751.36	3	"F"	250.453333333333
102976	310.01	2	"F"	155.005
102977	93.79	2	"F"	46.895
102978	73.81	2	"M"	36.905
102979	48.74	2	"F"	24.37
102980	109.93	2	"F"	54.965
102981	160.12	3	"M"	53.3733333333333
102982	94.45	3	"M"	31.4833333333333
102983	357.98	2	"F"	178.99
102984	198.09	2	"M"	99.045
102985	48.7	1	"F"	48.7
102986	361.68	3	"F"	120.56
102987	71.28	3	"F"	23.76
102988	65.25359997	2	"F"	32.626799985
